test_id,actor_role,actor_fixture,resource,action,target_fixture,target_user,target_cohort,target_unit,target_state,expected,policy_or_function,automated_test,notes
RLS-T04-GRANT-META,batch_leader,synthetic_batch_leader_assignment,public.academic_levels,DELETE,synthetic_resource_row,SELF_OR_POLICY_SCOPE,AUTHORIZED_OR_OTHER,AUTHORIZED_OR_OTHER,ACTIVE_OR_BOUNDARY,DENY,authenticated has no DELETE grant,supabase/tests/17_actor_action_resource_matrix.sql#RLS-T04-GRANT-META,Direct database decision; role labels never come from user metadata
RLS-T04-POLICY-META,admin,synthetic_admin,public.academic_levels,READ,synthetic_resource_row,SELF_OR_POLICY_SCOPE,AUTHORIZED_OR_OTHER,AUTHORIZED_OR_OTHER,ACTIVE_OR_BOUNDARY,ALLOW,authenticated caller and active catalog row,supabase/tests/17_actor_action_resource_matrix.sql#RLS-T04-POLICY-META,Direct database decision; role labels never come from user metadata
RLS-T04-GRANT-META,admin,synthetic_admin,public.academic_levels,CREATE,synthetic_resource_row,SELF_OR_POLICY_SCOPE,AUTHORIZED_OR_OTHER,AUTHORIZED_OR_OTHER,ACTIVE_OR_BOUNDARY,DENY,authenticated has no INSERT grant,supabase/tests/17_actor_action_resource_matrix.sql#RLS-T04-GRANT-META,Direct database decision; role labels never come from user metadata
RLS-T04-GRANT-META,admin,synthetic_admin,public.academic_levels,UPDATE,synthetic_resource_row,SELF_OR_POLICY_SCOPE,AUTHORIZED_OR_OTHER,AUTHORIZED_OR_OTHER,ACTIVE_OR_BOUNDARY,DENY,authenticated has no reviewed UPDATE grant,supabase/tests/17_actor_action_resource_matrix.sql#RLS-T04-GRANT-META,Direct database decision; role labels never come from user metadata
RLS-T04-GRANT-META,admin,synthetic_admin,public.academic_levels,DELETE,synthetic_resource_row,SELF_OR_POLICY_SCOPE,AUTHORIZED_OR_OTHER,AUTHORIZED_OR_OTHER,ACTIVE_OR_BOUNDARY,DENY,authenticated has no DELETE grant,supabase/tests/17_actor_action_resource_matrix.sql#RLS-T04-GRANT-META,Direct database decision; role labels never come from user metadata
RLS-T04-SERVER-ONLY,worker,trusted_worker_runtime,public.academic_levels,READ,synthetic_resource_row,SELF_OR_POLICY_SCOPE,AUTHORIZED_OR_OTHER,AUTHORIZED_OR_OTHER,ACTIVE_OR_BOUNDARY,SERVER_ONLY,trusted runtime with server-held credential and explicit object privilege,supabase/tests/17_actor_action_resource_matrix.sql#RLS-T04-SERVER-ONLY,Direct database decision; role labels never come from user metadata
RLS-T04-SERVER-ONLY,worker,trusted_worker_runtime,public.academic_levels,CREATE,synthetic_resource_row,SELF_OR_POLICY_SCOPE,AUTHORIZED_OR_OTHER,AUTHORIZED_OR_OTHER,ACTIVE_OR_BOUNDARY,SERVER_ONLY,trusted runtime with server-held credential and explicit object privilege,supabase/tests/17_actor_action_resource_matrix.sql#RLS-T04-SERVER-ONLY,Direct database decision; role labels never come from user metadata
RLS-T04-SERVER-ONLY,worker,trusted_worker_runtime,public.academic_levels,UPDATE,synthetic_resource_row,SELF_OR_POLICY_SCOPE,AUTHORIZED_OR_OTHER,AUTHORIZED_OR_OTHER,ACTIVE_OR_BOUNDARY,SERVER_ONLY,trusted runtime with server-held credential and explicit object privilege,supabase/tests/17_actor_action_resource_matrix.sql#RLS-T04-SERVER-ONLY,Direct database decision; role labels never come from user metadata
RLS-T04-SERVER-ONLY,worker,trusted_worker_runtime,public.academic_levels,DELETE,synthetic_resource_row,SELF_OR_POLICY_SCOPE,AUTHORIZED_OR_OTHER,AUTHORIZED_OR_OTHER,ACTIVE_OR_BOUNDARY,SERVER_ONLY,trusted runtime with server-held credential and explicit object privilege,supabase/tests/17_actor_action_resource_matrix.sql#RLS-T04-SERVER-ONLY,Direct database decision; role labels never come from user metadata
RLS-T04-SERVER-ONLY,service_role,trusted_service_runtime,public.academic_levels,READ,synthetic_resource_row,SELF_OR_POLICY_SCOPE,AUTHORIZED_OR_OTHER,AUTHORIZED_OR_OTHER,ACTIVE_OR_BOUNDARY,SERVER_ONLY,trusted runtime with server-held credential and explicit object privilege,supabase/tests/17_actor_action_resource_matrix.sql#RLS-T04-SERVER-ONLY,Direct database decision; role labels never come from user metadata
RLS-T04-SERVER-ONLY,service_role,trusted_service_runtime,public.academic_levels,CREATE,synthetic_resource_row,SELF_OR_POLICY_SCOPE,AUTHORIZED_OR_OTHER,AUTHORIZED_OR_OTHER,ACTIVE_OR_BOUNDARY,SERVER_ONLY,trusted runtime with server-held credential and explicit object privilege,supabase/tests/17_actor_action_resource_matrix.sql#RLS-T04-SERVER-ONLY,Direct database decision; role labels never come from user metadata
RLS-T04-SERVER-ONLY,service_role,trusted_service_runtime,public.academic_levels,UPDATE,synthetic_resource_row,SELF_OR_POLICY_SCOPE,AUTHORIZED_OR_OTHER,AUTHORIZED_OR_OTHER,ACTIVE_OR_BOUNDARY,SERVER_ONLY,trusted runtime with server-held credential and explicit object privilege,supabase/tests/17_actor_action_resource_matrix.sql#RLS-T04-SERVER-ONLY,Direct database decision; role labels never come from user metadata
RLS-T04-SERVER-ONLY,service_role,trusted_service_runtime,public.academic_levels,DELETE,synthetic_resource_row,SELF_OR_POLICY_SCOPE,AUTHORIZED_OR_OTHER,AUTHORIZED_OR_OTHER,ACTIVE_OR_BOUNDARY,SERVER_ONLY,trusted runtime with server-held credential and explicit object privilege,supabase/tests/17_actor_action_resource_matrix.sql#RLS-T04-SERVER-ONLY,Direct database decision; role labels never come from user metadata
RLS-T04-ANON-DENY,anon,anonymous_session,public.answer_evidence,READ,synthetic_resource_row,SELF_OR_POLICY_SCOPE,AUTHORIZED_OR_OTHER,AUTHORIZED_OR_OTHER,ACTIVE_OR_BOUNDARY,DENY,anon has no table grants,supabase/tests/17_actor_action_resource_matrix.sql#RLS-T04-ANON-DENY,Direct database decision; role labels never come from user metadata
RLS-T04-ANON-DENY,anon,anonymous_session,public.answer_evidence,CREATE,synthetic_resource_row,SELF_OR_POLICY_SCOPE,AUTHORIZED_OR_OTHER,AUTHORIZED_OR_OTHER,ACTIVE_OR_BOUNDARY,DENY,anon has no table grants,supabase/tests/17_actor_action_resource_matrix.sql#RLS-T04-ANON-DENY,Direct database decision; role labels never come from user metadata
RLS-T04-ANON-DENY,anon,anonymous_session,public.answer_evidence,UPDATE,synthetic_resource_row,SELF_OR_POLICY_SCOPE,AUTHORIZED_OR_OTHER,AUTHORIZED_OR_OTHER,ACTIVE_OR_BOUNDARY,DENY,anon has no table grants,supabase/tests/17_actor_action_resource_matrix.sql#RLS-T04-ANON-DENY,Direct database decision; role labels never come from user metadata
RLS-T04-ANON-DENY,anon,anonymous_session,public.answer_evidence,DELETE,synthetic_resource_row,SELF_OR_POLICY_SCOPE,AUTHORIZED_OR_OTHER,AUTHORIZED_OR_OTHER,ACTIVE_OR_BOUNDARY,DENY,anon has no table grants,supabase/tests/17_actor_action_resource_matrix.sql#RLS-T04-ANON-DENY,Direct database decision; role labels never come from user metadata
RLS-T04-CROSS-USER,student,synthetic_student_a,public.answer_evidence,READ,synthetic_resource_row,SELF_OR_POLICY_SCOPE,AUTHORIZED_OR_OTHER,AUTHORIZED_OR_OTHER,ACTIVE_OR_BOUNDARY,ALLOW,own parent chain resolves to auth.uid(),supabase/tests/17_actor_action_resource_matrix.sql#RLS-T04-CROSS-USER,Direct database decision; role labels never come from user metadata
RLS-T04-CROSS-USER,student,synthetic_student_a,public.answer_evidence,CREATE,synthetic_resource_row,SELF_OR_POLICY_SCOPE,AUTHORIZED_OR_OTHER,AUTHORIZED_OR_OTHER,ACTIVE_OR_BOUNDARY,DENY,authenticated has no INSERT grant,supabase/tests/17_actor_action_resource_matrix.sql#RLS-T04-CROSS-USER,Direct database decision; role labels never come from user metadata
RLS-T04-CROSS-USER,student,synthetic_student_a,public.answer_evidence,UPDATE,synthetic_resource_row,SELF_OR_POLICY_SCOPE,AUTHORIZED_OR_OTHER,AUTHORIZED_OR_OTHER,ACTIVE_OR_BOUNDARY,DENY,authenticated has no reviewed UPDATE grant,supabase/tests/17_actor_action_resource_matrix.sql#RLS-T04-CROSS-USER,Direct database decision; role labels never come from user metadata
RLS-T04-CROSS-USER,student,synthetic_student_a,public.answer_evidence,DELETE,synthetic_resource_row,SELF_OR_POLICY_SCOPE,AUTHORIZED_OR_OTHER,AUTHORIZED_OR_OTHER,ACTIVE_OR_BOUNDARY,DENY,authenticated has no DELETE grant,supabase/tests/17_actor_action_resource_matrix.sql#RLS-T04-CROSS-USER,Direct database decision; role labels never come from user metadata
RLS-T04-CROSS-USER,batch_leader,synthetic_batch_leader_assignment,public.answer_evidence,READ,synthetic_resource_row,SELF_OR_POLICY_SCOPE,AUTHORIZED_OR_OTHER,AUTHORIZED_OR_OTHER,ACTIVE_OR_BOUNDARY,ALLOW,own parent chain resolves to auth.uid(),supabase/tests/17_actor_action_resource_matrix.sql#RLS-T04-CROSS-USER,Direct database decision; role labels never come from user metadata
RLS-T04-CROSS-USER,batch_leader,synthetic_batch_leader_assignment,public.answer_evidence,CREATE,synthetic_resource_row,SELF_OR_POLICY_SCOPE,AUTHORIZED_OR_OTHER,AUTHORIZED_OR_OTHER,ACTIVE_OR_BOUNDARY,DENY,authenticated has no INSERT grant,supabase/tests/17_actor_action_resource_matrix.sql#RLS-T04-CROSS-USER,Direct database decision; role labels never come from user metadata
RLS-T04-CROSS-USER,batch_leader,synthetic_batch_leader_assignment,public.answer_evidence,UPDATE,synthetic_resource_row,SELF_OR_POLICY_SCOPE,AUTHORIZED_OR_OTHER,AUTHORIZED_OR_OTHER,ACTIVE_OR_BOUNDARY,DENY,authenticated has no reviewed UPDATE grant,supabase/tests/17_actor_action_resource_matrix.sql#RLS-T04-CROSS-USER,Direct database decision; role labels never come from user metadata
RLS-T04-CROSS-USER,batch_leader,synthetic_batch_leader_assignment,public.answer_evidence,DELETE,synthetic_resource_row,SELF_OR_POLICY_SCOPE,AUTHORIZED_OR_OTHER,AUTHORIZED_OR_OTHER,ACTIVE_OR_BOUNDARY,DENY,authenticated has no DELETE grant,supabase/tests/17_actor_action_resource_matrix.sql#RLS-T04-CROSS-USER,Direct database decision; role labels never come from user metadata
RLS-T04-CROSS-USER,admin,synthetic_admin,public.answer_evidence,READ,synthetic_resource_row,SELF_OR_POLICY_SCOPE,AUTHORIZED_OR_OTHER,AUTHORIZED_OR_OTHER,ACTIVE_OR_BOUNDARY,ALLOW,own parent chain resolves to auth.uid(),supabase/tests/17_actor_action_resource_matrix.sql#RLS-T04-CROSS-USER,Direct database decision; role labels never come from user metadata
RLS-T04-CROSS-USER,admin,synthetic_admin,public.answer_evidence,CREATE,synthetic_resource_row,SELF_OR_POLICY_SCOPE,AUTHORIZED_OR_OTHER,AUTHORIZED_OR_OTHER,ACTIVE_OR_BOUNDARY,DENY,authenticated has no INSERT grant,supabase/tests/17_actor_action_resource_matrix.sql#RLS-T04-CROSS-USER,Direct database decision; role labels never come from user metadata
RLS-T04-CROSS-USER,admin,synthetic_admin,public.answer_evidence,UPDATE,synthetic_resource_row,SELF_OR_POLICY_SCOPE,AUTHORIZED_OR_OTHER,AUTHORIZED_OR_OTHER,ACTIVE_OR_BOUNDARY,DENY,authenticated has no reviewed UPDATE grant,supabase/tests/17_actor_action_resource_matrix.sql#RLS-T04-CROSS-USER,Direct database decision; role labels never come from user metadata
RLS-T04-CROSS-USER,admin,synthetic_admin,public.answer_evidence,DELETE,synthetic_resource_row,SELF_OR_POLICY_SCOPE,AUTHORIZED_OR_OTHER,AUTHORIZED_OR_OTHER,ACTIVE_OR_BOUNDARY,DENY,authenticated has no DELETE grant,supabase/tests/17_actor_action_resource_matrix.sql#RLS-T04-CROSS-USER,Direct database decision; role labels never come from user metadata
RLS-T04-SERVER-ONLY,worker,trusted_worker_runtime,public.answer_evidence,READ,synthetic_resource_row,SELF_OR_POLICY_SCOPE,AUTHORIZED_OR_OTHER,AUTHORIZED_OR_OTHER,ACTIVE_OR_BOUNDARY,SERVER_ONLY,trusted runtime with server-held credential and explicit object privilege,supabase/tests/17_actor_action_resource_matrix.sql#RLS-T04-SERVER-ONLY,Direct database decision; role labels never come from user metadata
RLS-T04-SERVER-ONLY,worker,trusted_worker_runtime,public.answer_evidence,CREATE,synthetic_resource_row,SELF_OR_POLICY_SCOPE,AUTHORIZED_OR_OTHER,AUTHORIZED_OR_OTHER,ACTIVE_OR_BOUNDARY,SERVER_ONLY,trusted runtime with server-held credential and explicit object privilege,supabase/tests/17_actor_action_resource_matrix.sql#RLS-T04-SERVER-ONLY,Direct database decision; role labels never come from user metadata
RLS-T04-SERVER-ONLY,worker,trusted_worker_runtime,public.answer_evidence,UPDATE,synthetic_resource_row,SELF_OR_POLICY_SCOPE,AUTHORIZED_OR_OTHER,AUTHORIZED_OR_OTHER,ACTIVE_OR_BOUNDARY,SERVER_ONLY,trusted runtime with server-held credential and explicit object privilege,supabase/tests/17_actor_action_resource_matrix.sql#RLS-T04-SERVER-ONLY,Direct database decision; role labels never come from user metadata
RLS-T04-SERVER-ONLY,worker,trusted_worker_runtime,public.answer_evidence,DELETE,synthetic_resource_row,SELF_OR_POLICY_SCOPE,AUTHORIZED_OR_OTHER,AUTHORIZED_OR_OTHER,ACTIVE_OR_BOUNDARY,SERVER_ONLY,trusted runtime with server-held credential and explicit object privilege,supabase/tests/17_actor_action_resource_matrix.sql#RLS-T04-SERVER-ONLY,Direct database decision; role labels never come from user metadata
RLS-T04-SERVER-ONLY,service_role,trusted_service_runtime,public.answer_evidence,READ,synthetic_resource_row,SELF_OR_POLICY_SCOPE,AUTHORIZED_OR_OTHER,AUTHORIZED_OR_OTHER,ACTIVE_OR_BOUNDARY,SERVER_ONLY,trusted runtime with server-held credential and explicit object privilege,supabase/tests/17_actor_action_resource_matrix.sql#RLS-T04-SERVER-ONLY,Direct database decision; role labels never come from user metadata
RLS-T04-SERVER-ONLY,service_role,trusted_service_runtime,public.answer_evidence,CREATE,synthetic_resource_row,SELF_OR_POLICY_SCOPE,AUTHORIZED_OR_OTHER,AUTHORIZED_OR_OTHER,ACTIVE_OR_BOUNDARY,SERVER_ONLY,trusted runtime with server-held credential and explicit object privilege,supabase/tests/17_actor_action_resource_matrix.sql#RLS-T04-SERVER-ONLY,Direct database decision; role labels never come from user metadata
RLS-T04-SERVER-ONLY,service_role,trusted_service_runtime,public.answer_evidence,UPDATE,synthetic_resource_row,SELF_OR_POLICY_SCOPE,AUTHORIZED_OR_OTHER,AUTHORIZED_OR_OTHER,ACTIVE_OR_BOUNDARY,SERVER_ONLY,trusted runtime with server-held credential and explicit object privilege,supabase/tests/17_actor_action_resource_matrix.sql#RLS-T04-SERVER-ONLY,Direct database decision; role labels never come from user metadata
RLS-T04-SERVER-ONLY,service_role,trusted_service_runtime,public.answer_evidence,DELETE,synthetic_resource_row,SELF_OR_POLICY_SCOPE,AUTHORIZED_OR_OTHER,AUTHORIZED_OR_OTHER,ACTIVE_OR_BOUNDARY,SERVER_ONLY,trusted runtime with server-held credential and explicit object privilege,supabase/tests/17_actor_action_resource_matrix.sql#RLS-T04-SERVER-ONLY,Direct database decision; role labels never come from user metadata
RLS-T04-ANON-DENY,anon,anonymous_session,public.artifact_evidence,READ,synthetic_resource_row,SELF_OR_POLICY_SCOPE,AUTHORIZED_OR_OTHER,AUTHORIZED_OR_OTHER,ACTIVE_OR_BOUNDARY,DENY,anon has no table grants,supabase/tests/17_actor_action_resource_matrix.sql#RLS-T04-ANON-DENY,Direct database decision; role labels never come from user metadata
RLS-T04-ANON-DENY,anon,anonymous_session,public.artifact_evidence,CREATE,synthetic_resource_row,SELF_OR_POLICY_SCOPE,AUTHORIZED_OR_OTHER,AUTHORIZED_OR_OTHER,ACTIVE_OR_BOUNDARY,DENY,anon has no table grants,supabase/tests/17_actor_action_resource_matrix.sql#RLS-T04-ANON-DENY,Direct database decision; role labels never come from user metadata
RLS-T04-ANON-DENY,anon,anonymous_session,public.artifact_evidence,UPDATE,synthetic_resource_row,SELF_OR_POLICY_SCOPE,AUTHORIZED_OR_OTHER,AUTHORIZED_OR_OTHER,ACTIVE_OR_BOUNDARY,DENY,anon has no table grants,supabase/tests/17_actor_action_resource_matrix.sql#RLS-T04-ANON-DENY,Direct database decision; role labels never come from user metadata
RLS-T04-ANON-DENY,anon,anonymous_session,public.artifact_evidence,DELETE,synthetic_resource_row,SELF_OR_POLICY_SCOPE,AUTHORIZED_OR_OTHER,AUTHORIZED_OR_OTHER,ACTIVE_OR_BOUNDARY,DENY,anon has no table grants,supabase/tests/17_actor_action_resource_matrix.sql#RLS-T04-ANON-DENY,Direct database decision; role labels never come from user metadata
RLS-T04-CROSS-USER,student,synthetic_student_a,public.artifact_evidence,READ,synthetic_resource_row,SELF_OR_POLICY_SCOPE,AUTHORIZED_OR_OTHER,AUTHORIZED_OR_OTHER,ACTIVE_OR_BOUNDARY,ALLOW,own parent chain resolves to auth.uid(),supabase/tests/17_actor_action_resource_matrix.sql#RLS-T04-CROSS-USER,Direct database decision; role labels never come from user metadata
RLS-T04-CROSS-USER,student,synthetic_student_a,public.artifact_evidence,CREATE,synthetic_resource_row,SELF_OR_POLICY_SCOPE,AUTHORIZED_OR_OTHER,AUTHORIZED_OR_OTHER,ACTIVE_OR_BOUNDARY,DENY,authenticated has no INSERT grant,supabase/tests/17_actor_action_resource_matrix.sql#RLS-T04-CROSS-USER,Direct database decision; role labels never come from user metadata
RLS-T04-CROSS-USER,student,synthetic_student_a,public.artifact_evidence,UPDATE,synthetic_resource_row,SELF_OR_POLICY_SCOPE,AUTHORIZED_OR_OTHER,AUTHORIZED_OR_OTHER,ACTIVE_OR_BOUNDARY,DENY,authenticated has no reviewed UPDATE grant,supabase/tests/17_actor_action_resource_matrix.sql#RLS-T04-CROSS-USER,Direct database decision; role labels never come from user metadata
RLS-T04-CROSS-USER,student,synthetic_student_a,public.artifact_evidence,DELETE,synthetic_resource_row,SELF_OR_POLICY_SCOPE,AUTHORIZED_OR_OTHER,AUTHORIZED_OR_OTHER,ACTIVE_OR_BOUNDARY,DENY,authenticated has no DELETE grant,supabase/tests/17_actor_action_resource_matrix.sql#RLS-T04-CROSS-USER,Direct database decision; role labels never come from user metadata
RLS-T04-CROSS-USER,batch_leader,synthetic_batch_leader_assignment,public.artifact_evidence,READ,synthetic_resource_row,SELF_OR_POLICY_SCOPE,AUTHORIZED_OR_OTHER,AUTHORIZED_OR_OTHER,ACTIVE_OR_BOUNDARY,ALLOW,own parent chain resolves to auth.uid(),supabase/tests/17_actor_action_resource_matrix.sql#RLS-T04-CROSS-USER,Direct database decision; role labels never come from user metadata
RLS-T04-CROSS-USER,batch_leader,synthetic_batch_leader_assignment,public.artifact_evidence,CREATE,synthetic_resource_row,SELF_OR_POLICY_SCOPE,AUTHORIZED_OR_OTHER,AUTHORIZED_OR_OTHER,ACTIVE_OR_BOUNDARY,DENY,authenticated has no INSERT grant,supabase/tests/17_actor_action_resource_matrix.sql#RLS-T04-CROSS-USER,Direct database decision; role labels never come from user metadata
RLS-T04-CROSS-USER,batch_leader,synthetic_batch_leader_assignment,public.artifact_evidence,UPDATE,synthetic_resource_row,SELF_OR_POLICY_SCOPE,AUTHORIZED_OR_OTHER,AUTHORIZED_OR_OTHER,ACTIVE_OR_BOUNDARY,DENY,authenticated has no reviewed UPDATE grant,supabase/tests/17_actor_action_resource_matrix.sql#RLS-T04-CROSS-USER,Direct database decision; role labels never come from user metadata
RLS-T04-CROSS-USER,batch_leader,synthetic_batch_leader_assignment,public.artifact_evidence,DELETE,synthetic_resource_row,SELF_OR_POLICY_SCOPE,AUTHORIZED_OR_OTHER,AUTHORIZED_OR_OTHER,ACTIVE_OR_BOUNDARY,DENY,authenticated has no DELETE grant,supabase/tests/17_actor_action_resource_matrix.sql#RLS-T04-CROSS-USER,Direct database decision; role labels never come from user metadata
RLS-T04-CROSS-USER,admin,synthetic_admin,public.artifact_evidence,READ,synthetic_resource_row,SELF_OR_POLICY_SCOPE,AUTHORIZED_OR_OTHER,AUTHORIZED_OR_OTHER,ACTIVE_OR_BOUNDARY,ALLOW,own parent chain resolves to auth.uid(),supabase/tests/17_actor_action_resource_matrix.sql#RLS-T04-CROSS-USER,Direct database decision; role labels never come from user metadata
RLS-T04-CROSS-USER,admin,synthetic_admin,public.artifact_evidence,CREATE,synthetic_resource_row,SELF_OR_POLICY_SCOPE,AUTHORIZED_OR_OTHER,AUTHORIZED_OR_OTHER,ACTIVE_OR_BOUNDARY,DENY,authenticated has no INSERT grant,supabase/tests/17_actor_action_resource_matrix.sql#RLS-T04-CROSS-USER,Direct database decision; role labels never come from user metadata
RLS-T04-CROSS-USER,admin,synthetic_admin,public.artifact_evidence,UPDATE,synthetic_resource_row,SELF_OR_POLICY_SCOPE,AUTHORIZED_OR_OTHER,AUTHORIZED_OR_OTHER,ACTIVE_OR_BOUNDARY,DENY,authenticated has no reviewed UPDATE grant,supabase/tests/17_actor_action_resource_matrix.sql#RLS-T04-CROSS-USER,Direct database decision; role labels never come from user metadata
RLS-T04-CROSS-USER,admin,synthetic_admin,public.artifact_evidence,DELETE,synthetic_resource_row,SELF_OR_POLICY_SCOPE,AUTHORIZED_OR_OTHER,AUTHORIZED_OR_OTHER,ACTIVE_OR_BOUNDARY,DENY,authenticated has no DELETE grant,supabase/tests/17_actor_action_resource_matrix.sql#RLS-T04-CROSS-USER,Direct database decision; role labels never come from user metadata
RLS-T04-SERVER-ONLY,worker,trusted_worker_runtime,public.artifact_evidence,READ,synthetic_resource_row,SELF_OR_POLICY_SCOPE,AUTHORIZED_OR_OTHER,AUTHORIZED_OR_OTHER,ACTIVE_OR_BOUNDARY,SERVER_ONLY,trusted runtime with server-held credential and explicit object privilege,supabase/tests/17_actor_action_resource_matrix.sql#RLS-T04-SERVER-ONLY,Direct database decision; role labels never come from user metadata
RLS-T04-SERVER-ONLY,worker,trusted_worker_runtime,public.artifact_evidence,CREATE,synthetic_resource_row,SELF_OR_POLICY_SCOPE,AUTHORIZED_OR_OTHER,AUTHORIZED_OR_OTHER,ACTIVE_OR_BOUNDARY,SERVER_ONLY,trusted runtime with server-held credential and explicit object privilege,supabase/tests/17_actor_action_resource_matrix.sql#RLS-T04-SERVER-ONLY,Direct database decision; role labels never come from user metadata
RLS-T04-SERVER-ONLY,worker,trusted_worker_runtime,public.artifact_evidence,UPDATE,synthetic_resource_row,SELF_OR_POLICY_SCOPE,AUTHORIZED_OR_OTHER,AUTHORIZED_OR_OTHER,ACTIVE_OR_BOUNDARY,SERVER_ONLY,trusted runtime with server-held credential and explicit object privilege,supabase/tests/17_actor_action_resource_matrix.sql#RLS-T04-SERVER-ONLY,Direct database decision; role labels never come from user metadata
RLS-T04-SERVER-ONLY,worker,trusted_worker_runtime,public.artifact_evidence,DELETE,synthetic_resource_row,SELF_OR_POLICY_SCOPE,AUTHORIZED_OR_OTHER,AUTHORIZED_OR_OTHER,ACTIVE_OR_BOUNDARY,SERVER_ONLY,trusted runtime with server-held credential and explicit object privilege,supabase/tests/17_actor_action_resource_matrix.sql#RLS-T04-SERVER-ONLY,Direct database decision; role labels never come from user metadata
